Nombre_remitente,Email_remitente,Nombre_destinatario,Email_destinatario,Asunto,Contenido,Fecha,Message-ID
Cornelio Tejedor,cornelio.tejedor@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,suciedad excesiva en la entrada del vagón,"Tuve un problema durante el viaje y considero necesario notificarlo: suciedad excesiva en la entrada del vagón. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Cornelio Tejedor Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-11-21 19:00,d61d45c6-4585-4600-9881-5906587f6e4b
María Ángeles de Ojeda,maría.ángeles.de.ojeda@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la zona reservada para silla de ruedas estaba ocupada,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: la zona reservada para silla de ruedas estaba ocupada. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
María Ángeles de Ojeda Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-07-03 13:37,99a05e19-1823-464d-8275-efd5645c0f7d
Aníbal Fonseca Aparicio,aníbal.fonseca.aparicio@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,confusión sobre zonas tarifarias,"En mi último trayecto ocurrió algo que considero importante comunicar: confusión sobre zonas tarifarias. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Aníbal Fonseca Aparicio Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-05-27 21:51,687a1f92-7ea5-4b39-a84d-4d104b757cdb
Guiomar Eleuterio Tolosa Catalá,guiomar.eleuterio.tolosa.catalá@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una parada no planificada que generó demora,"Les escribo para informar de algo que me sucedió en el trayecto: una parada no planificada que generó demora. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Guiomar Eleuterio Tolosa Catalá Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-01-24 20:11,d7c39484-f6e6-4250-9343-7bf439bf00d0
Juan José del Jerez,juan.josé.del.jerez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la zona reservada para silla de ruedas estaba ocupada,"Me gustaría relatarles una situación que me afectó bastante: la zona reservada para silla de ruedas estaba ocupada. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Juan José del Jerez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-04-16 07:57,595233e5-43d7-427a-8459-d97656d781b3
Dionisio Bejarano Palomo,dionisio.bejarano.palomo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un espacio para bicicletas ya ocupado,"Me pongo en contacto porque he vivido una situación complicada: un espacio para bicicletas ya ocupado. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Dionisio Bejarano Palomo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-07 18:02,1474a4d6-1609-4c4b-9a1d-9df72694f3eb
Román Sancho Palomo Marquez,román.sancho.palomo.marquez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,información contradictoria entre web y app,"Quisiera explicar lo que ocurrió durante mi último viaje: información contradictoria entre web y app. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Román Sancho Palomo Marquez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-23 12:12,e45f6021-759b-4d5f-a752-9a749ab0f141
Heraclio Montero Campillo,heraclio.montero.campillo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,comunicación clara durante una incidencia,"Tuve un problema durante el viaje y considero necesario notificarlo: comunicación clara durante una incidencia. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Heraclio Montero Campillo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-12-26 13:28,e9f58337-fa83-42a1-8c63-940ddc87f528
Ariel Pelayo Montalbán,ariel.pelayo.montalbán@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una duda sobre compensación por retraso,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: una duda sobre compensación por retraso. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Ariel Pelayo Montalbán Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-05-21 15:44,42ddc920-c74c-4e11-945f-02b09056bfa4
Carla Muro,carla.muro@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque no había maquinista disponible,"Tuve un problema durante el viaje y considero necesario notificarlo: un retraso porque no había maquinista disponible. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Carla Muro Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-07-28 15:21,314d1f20-bdcb-4b31-b445-46a60670d667
Pastor Blasco,pastor.blasco@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso causado por problemas técnicos en el tren,"Quiero detallar un problema que tuve recientemente en el tren: un retraso causado por problemas técnicos en el tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Pastor Blasco Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-09-14 12:06,edb044d2-6a1d-4a8f-a592-11377207b1bb
Priscila Maricela Frías Morata,priscila.maricela.frías.morata@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,papeleras sin vaciar,"He experimentado un inconveniente durante mi viaje que deseo compartir: papeleras sin vaciar. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Priscila Maricela Frías Morata Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-13 16:16,ffba61c3-9013-472b-94a5-a39bfc8185d3
Adelaida Santiago Viña,adelaida.santiago.viña@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un asiento reservado ocupado por otra persona,"En mi último trayecto ocurrió algo que considero importante comunicar: un asiento reservado ocupado por otra persona. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Adelaida Santiago Viña Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-12-06 19:57,6f81f152-03aa-44a0-825c-cc80aed164a9
Juan Bautista del Suarez,juan.bautista.del.suarez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque el tren estuvo esperando conexiones,"Quisiera explicar lo que ocurrió durante mi último viaje: un retraso porque el tren estuvo esperando conexiones. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Juan Bautista del Suarez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-07-05 07:31,276567f2-2116-40f1-bdd0-66099a0cefcd
Jacobo de Hernández,jacobo.de.hernández@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,confusión sobre zonas tarifarias,"Me pongo en contacto porque he vivido una situación complicada: confusión sobre zonas tarifarias. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Jacobo de Hernández Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-02-22 12:25,5b1f2913-0d5a-4345-88c2-f86dbee8df87
Félix de Falcón,félix.de.falcón@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,tono agresivo durante una revisión,"Me pongo en contacto porque he vivido una situación complicada: tono agresivo durante una revisión. El problema se agravó porque no había alternativas evidentes en ese momento. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Félix de Falcón Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-11-19 20:46,9a4987a8-ea1c-47cb-a274-da6a6415803b
Maxi Peláez Muro,maxi.peláez.muro@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber perdido un ordenador portátil,"Les escribo para informar de algo que me sucedió en el trayecto: haber perdido un ordenador portátil. El problema se agravó porque no había alternativas evidentes en ese momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Maxi Peláez Muro Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-01-09 20:59,6f32cb7a-2212-4d4f-ae84-7146399fb2f3
Teodosio Pomares Cobo,teodosio.pomares.cobo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,problemas con billete para perro,"Tuve un problema durante el viaje y considero necesario notificarlo: problemas con billete para perro. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Teodosio Pomares Cobo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-08-01 08:46,1eb0fdb1-2eb7-4b31-a6f2-cf4559863d98
Maricruz Juliá,maricruz.juliá@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,suciedad excesiva en la entrada del vagón,"He experimentado un inconveniente durante mi viaje que deseo compartir: suciedad excesiva en la entrada del vagón. Esto generó bastante estrés ya que tenía compromisos importantes después. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Maricruz Juliá Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-10-06 11:33,91394840-9bd2-4a76-af90-55b727f411b1
José Federico Ferreras Morales,josé.federico.ferreras.morales@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber perdido una cartera,"Tuve un problema durante el viaje y considero necesario notificarlo: haber perdido una cartera. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
José Federico Ferreras Morales Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-08-24 13:46,24499485-fb91-4487-8a68-9bce55033620
Nazario Echeverría-Royo,nazario.echeverría-royo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un vagón reservado que no formaba parte del tren,"Tuve un problema durante el viaje y considero necesario notificarlo: un vagón reservado que no formaba parte del tren. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Nazario Echeverría-Royo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-06-26 11:51,69586afb-240b-476f-9db1-53bd23af87c1
Encarna Clarisa Uría Raya,encarna.clarisa.uría.raya@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,problemas al comprar el billete online,"Me gustaría relatarles una situación que me afectó bastante: problemas al comprar el billete online. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Encarna Clarisa Uría Raya Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-01-19 20:56,59e44c49-3a68-43bf-9d62-30e74968fc8a
Vera Vélez Arce,vera.vélez.arce@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso causado por problemas técnicos en el tren,"He experimentado un inconveniente durante mi viaje que deseo compartir: un retraso causado por problemas técnicos en el tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Vera Vélez Arce Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-24 12:14,21737f84-aeba-446c-a691-7349cc9431f4
Joaquín Miralles Giralt,joaquín.miralles.giralt@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,dudas sobre la tarjeta de descuento,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: dudas sobre la tarjeta de descuento. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Joaquín Miralles Giralt Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-07-08 15:46,2509ae4f-3400-4215-8288-f8282e44cd33
Lázaro Jove Raya,lázaro.jove.raya@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber recibido información poco clara del servicio de objetos perdidos,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: haber recibido información poco clara del servicio de objetos perdidos. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Lázaro Jove Raya Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-10-08 08:25,981dfa8f-06c6-4f2d-9738-8e2f1705e435
José Bertrán Juan,josé.bertrán.juan@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque no había maquinista disponible,"Me pongo en contacto porque he vivido una situación complicada: un retraso porque no había maquinista disponible. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
José Bertrán Juan Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-04-07 15:36,2c8e69fd-32db-4b09-a70b-df9f1eb04cd3
Maricela de Barón,maricela.de.barón@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,información contradictoria sobre el retraso,"He experimentado un inconveniente durante mi viaje que deseo compartir: información contradictoria sobre el retraso. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Maricela de Barón Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-07-19 14:55,151d14b3-5546-4730-ab98-e9e929da17ef
Francisco Jose Parejo,francisco.jose.parejo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,problemas al pagar mediante la app,"En mi último trayecto ocurrió algo que considero importante comunicar: problemas al pagar mediante la app. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Francisco Jose Parejo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-10-08 16:11,bff0cc8f-1c59-4515-b5bb-b151c17d1b69
Soraya Madrigal Almeida,soraya.madrigal.almeida@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,dudas sobre el uso del abono climático,"He experimentado un inconveniente durante mi viaje que deseo compartir: dudas sobre el uso del abono climático. La situación fue especialmente problemática porque afectó toda mi organización. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Soraya Madrigal Almeida Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-01-09 06:09,ad3e7747-d097-404e-9b51-ae4b3277365b
Asunción Solís Álvarez,asunción.solís.álvarez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un asiento reservado ocupado por otra persona,"En mi último trayecto ocurrió algo que considero importante comunicar: un asiento reservado ocupado por otra persona. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Asunción Solís Álvarez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-08-07 06:43,f8dbb195-ce37-46d9-957e-c68be8fdad93
Xavier Agudo Tejedor,xavier.agudo.tejedor@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una reserva que no apareció en el tren,"Me gustaría relatarles una situación que me afectó bastante: una reserva que no apareció en el tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Xavier Agudo Tejedor Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-02-08 21:02,982c5242-b80c-40d5-a438-3df1c459de62
Fabiola Cortes Benítez,fabiola.cortes.benítez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,papeleras sin vaciar,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: papeleras sin vaciar. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Fabiola Cortes Benítez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-09 12:23,001f0874-d393-42f5-bcac-38902b771460
Zoraida Isa Estévez Cisneros,zoraida.isa.estévez.cisneros@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,el ascensor de la estación estaba fuera de servicio,"En mi último trayecto ocurrió algo que considero importante comunicar: el ascensor de la estación estaba fuera de servicio. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Zoraida Isa Estévez Cisneros Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-12 13:14,813c5818-41d5-4672-b9c4-8cf7b92766f8
Noa Nicolasa Abad Iglesia,noa.nicolasa.abad.iglesia@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una reserva en zona silenciosa que no se respetó,"Quiero detallar un problema que tuve recientemente en el tren: una reserva en zona silenciosa que no se respetó. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Noa Nicolasa Abad Iglesia Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-06-01 19:16,e56ad95d-df84-4cd5-a3fd-542cc65b54f8
Amor Caballero Vall,amor.caballero.vall@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque no había maquinista disponible,"Tuve un problema durante el viaje y considero necesario notificarlo: un retraso porque no había maquinista disponible. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Amor Caballero Vall Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-12-12 08:34,3439aebf-b034-46c2-871b-4a4afb1131a4
Luis Miguel de González,luis.miguel.de.gonzález@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,las guías táctiles estaban dañadas,"Me pongo en contacto porque he vivido una situación complicada: las guías táctiles estaban dañadas. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Luis Miguel de González Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-10-27 19:00,d2860142-c98b-4789-bbee-0bc6f04af819
Fortunata Ángeles Gallego Reyes,fortunata.ángeles.gallego.reyes@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la cancelación del tren por un fallo mecánico,"Me pongo en contacto porque he vivido una situación complicada: la cancelación del tren por un fallo mecánico. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Fortunata Ángeles Gallego Reyes Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-05-19 06:29,e8500181-50fd-4b2f-a26c-ffe4d4eb13cf
Pascual Cabeza Cuevas,pascual.cabeza.cuevas@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la cancelación total del tren sin alternativa,"Me gustaría relatarles una situación que me afectó bastante: la cancelación total del tren sin alternativa. Esto generó bastante estrés ya que tenía compromisos importantes después. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Pascual Cabeza Cuevas Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-12-04 14:23,abb104b5-a7b0-4cee-abdf-c94bcfa4e134
Leire Osorio Esteve,leire.osorio.esteve@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber perdido un teléfono móvil,"Tuve un problema durante el viaje y considero necesario notificarlo: haber perdido un teléfono móvil. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Leire Osorio Esteve Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-06-21 09:58,8be565fb-f61f-4c28-ac9c-dee1ff249c72
Nieves Rosa Andres,nieves.rosa.andres@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,personal que no atendió preguntas,"He experimentado un inconveniente durante mi viaje que deseo compartir: personal que no atendió preguntas. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Nieves Rosa Andres Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-06-02 06:50,11353570-7fa3-41eb-966c-0b3ae39176d5
Sosimo Company Tolosa,sosimo.company.tolosa@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un tren especialmente limpio,"Quiero detallar un problema que tuve recientemente en el tren: un tren especialmente limpio. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Sosimo Company Tolosa Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-06 16:16,d4e9ec2a-bd2c-4b67-adb4-789768485280
Irma Ferrer Vazquez,irma.ferrer.vazquez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque no había maquinista disponible,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: un retraso porque no había maquinista disponible. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Irma Ferrer Vazquez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-04-13 12:22,ce484f79-3e06-4abf-a1b6-4ac6802c6f4e
Manuel Rivas Pedraza,manuel.rivas.pedraza@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,información contradictoria sobre el retraso,"Quisiera explicar lo que ocurrió durante mi último viaje: información contradictoria sobre el retraso. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Manuel Rivas Pedraza Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-08-24 18:07,f0797d2e-94c2-493e-a281-75b88457113d
